age,job,marital,education,default,balance,housing,loan,contact,day,month,duration, campaign,pdays,previous,poutcome,y
57,"JobCat7","divorced","secondary","no",1024,"yes","no","unknown",26,"may",0,6,-1,0,"unknown",?
28,"JobCat9","single","tertiary","no",975,"yes","no","unknown",26,"may",0,1,-1,0,"unknown",?
33,"JobCat3","married","primary","no",442,"yes","no","unknown",26,"may",0,3,-1,0,"unknown",?
43,"JobCat6","married","tertiary","no",-69,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
33,"JobCat9","divorced","secondary","no",-94,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
43,"JobCat11","married","secondary","yes",-204,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
26,"JobCat3","married","secondary","no",339,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
31,"JobCat3","married","primary","no",1050,"yes","no","unknown",26,"may",0,4,-1,0,"unknown",?
37,"JobCat3","married","primary","no",879,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
47,"JobCat3","married","secondary","yes",-614,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
25,"JobCat11","married","secondary","no",953,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
45,"JobCat6","divorced","tertiary","no",-901,"yes","no","unknown",26,"may",0,3,-1,0,"unknown",?
31,"JobCat6","single","secondary","no",99,"yes","no","unknown",26,"may",0,11,-1,0,"unknown",?
22,"JobCat6","single","tertiary","no",66,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
29,"JobCat3","married","secondary","no",27,"yes","yes","unknown",26,"may",0,5,-1,0,"unknown",?
27,"JobCat9","single","secondary","no",1612,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
43,"JobCat9","divorced","secondary","no",87,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
30,"JobCat10","married","primary","no",9894,"yes","no","unknown",26,"may",0,4,-1,0,"unknown",?
37,"JobCat6","single","tertiary","no",26,"yes","yes","unknown",26,"may",0,4,-1,0,"unknown",?
25,"JobCat8","married","secondary","no",-220,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
31,"JobCat9","single","secondary","no",440,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
46,"JobCat6","divorced","tertiary","no",25,"no","no","unknown",26,"may",0,2,-1,0,"unknown",?
29,"JobCat7","single","secondary","no",0,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
59,"JobCat7","married","secondary","no",-22,"yes","no","unknown",26,"may",0,3,-1,0,"unknown",?
22,"JobCat3","married","secondary","no",685,"yes","no","unknown",26,"may",0,3,-1,0,"unknown",?
26,"JobCat9","single","secondary","no",289,"yes","no","unknown",26,"may",0,1,-1,0,"unknown",?
32,"JobCat7","married","secondary","no",1414,"yes","no","unknown",26,"may",0,4,-1,0,"unknown",?
26,"JobCat9","single","secondary","no",576,"yes","yes","unknown",26,"may",0,4,-1,0,"unknown",?
49,"JobCat3","married","primary","no",365,"no","no","unknown",26,"may",0,2,-1,0,"unknown",?
30,"JobCat3","married","primary","no",5151,"yes","yes","unknown",26,"may",0,4,-1,0,"unknown",?
27,"JobCat8","married","secondary","no",0,"no","no","unknown",26,"may",0,2,-1,0,"unknown",?
37,"JobCat4","married","tertiary","no",36,"yes","no","unknown",26,"may",0,3,-1,0,"unknown",?
24,"JobCat7","single","secondary","no",901,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
30,"JobCat9","married","tertiary","no",1037,"yes","no","unknown",26,"may",0,3,-1,0,"unknown",?
40,"JobCat9","married","secondary","no",96,"yes","yes","unknown",26,"may",0,2,-1,0,"unknown",?
45,"JobCat3","married","secondary","no",-376,"yes","no","unknown",26,"may",0,4,-1,0,"unknown",?
29,"JobCat3","single","secondary","no",823,"no","no","unknown",26,"may",0,3,-1,0,"unknown",?
42,"JobCat11","divorced","secondary","no",-551,"yes","yes","unknown",26,"may",0,6,-1,0,"unknown",?
35,"JobCat6","married","tertiary","no",23,"yes","no","unknown",26,"may",0,2,-1,0,"unknown",?
37,"JobCat3","married","secondary","no",474,"yes","yes","unknown",26,"may",0,4,-1,0,"unknown",?
30,"JobCat3","married","primary","no",4,"yes","no","unknown",26,"may",0,5,-1,0,"unknown",?
48,"JobCat6","married","secondary","no",2294,"yes","no","unknown",26,"may",0,11,-1,0,"unknown",?
32,"JobCat3","married","primary","no",1255,"yes","yes","unknown",26,"may",0,7,-1,0,"unknown",?
31,"JobCat3","married","secondary","no",-271,"yes","yes","unknown",26,"may",0,2,-1,0,"unknown",?
33,"JobCat3","married","secondary","no",229,"no","no","unknown",26,"may",0,3,-1,0,"unknown",?
35,"JobCat3","single","secondary","no",3344,"yes","no","unknown",26,"may",0,5,-1,0,"unknown",?
31,"JobCat7","married","secondary","no",2065,"yes","yes","unknown",26,"may",0,2,-1,0,"unknown",?
41,"JobCat7","married","secondary","no",2085,"yes","no","unknown",26,"may",0,4,-1,0,"unknown",?
46,"JobCat9","divorced","secondary","no",1,"yes","yes","unknown",26,"may",0,3,-1,0,"unknown",?
30,"JobCat9","single","secondary","no",6471,"yes","yes","unknown",26,"may",0,4,-1,0,"unknown",?
52,"JobCat3","married","unknown","no",-4,"no","no","unknown",26,"may",0,3,-1,0,"unknown",?
25,"JobCat9","married","secondary","no",639,"yes","no","unknown",26,"may",0,1,-1,0,"unknown",?
32,"JobCat6","married","tertiary","no",4131,"yes","no","unknown",27,"may",0,7,-1,0,"unknown",?
36,"JobCat4","single","tertiary","no",-281,"yes","no","unknown",27,"may",0,16,-1,0,"unknown",?
35,"JobCat4","married","secondary","no",35,"yes","yes","unknown",27,"may",0,6,-1,0,"unknown",?
51,"JobCat3","married","primary","no",51,"no","no","unknown",27,"may",0,2,-1,0,"unknown",?
48,"JobCat11","married","primary","no",3,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
43,"JobCat11","married","secondary","no",429,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
36,"JobCat3","married","primary","no",27,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
29,"JobCat6","married","tertiary","no",91,"no","no","unknown",27,"may",0,2,-1,0,"unknown",?
36,"JobCat6","divorced","tertiary","no",5455,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
60,"JobCat4","divorced","secondary","no",1307,"yes","no","unknown",27,"may",0,11,-1,0,"unknown",?
43,"JobCat7","married","secondary","no",0,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
34,"JobCat11","married","secondary","no",0,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
27,"JobCat3","married","primary","no",1016,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
26,"JobCat3","single","secondary","no",352,"yes","yes","unknown",27,"may",0,3,-1,0,"unknown",?
34,"JobCat6","married","tertiary","no",293,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
58,"JobCat6","divorced","tertiary","no",-197,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
43,"JobCat3","married","primary","no",-124,"yes","no","unknown",27,"may",0,5,-1,0,"unknown",?
55,"JobCat9","married","secondary","no",150,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
33,"JobCat3","married","secondary","no",-185,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
48,"JobCat3","married","secondary","no",653,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
26,"JobCat7","single","tertiary","no",737,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
44,"JobCat3","single","secondary","no",-215,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
49,"JobCat9","married","secondary","no",-849,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
29,"JobCat3","married","primary","yes",0,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
30,"JobCat3","married","secondary","no",-1500,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
31,"JobCat9","single","secondary","no",810,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
45,"JobCat9","married","unknown","no",473,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
37,"JobCat1","married","primary","no",-44,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
29,"JobCat9","married","secondary","no",169,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
30,"JobCat11","married","secondary","no",17,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
51,"JobCat3","married","primary","no",-26,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
25,"JobCat11","married","secondary","no",1475,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
34,"JobCat3","married","unknown","no",-417,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
26,"JobCat3","married","secondary","no",110,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
32,"JobCat6","married","secondary","no",-294,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
32,"JobCat3","married","secondary","no",-61,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
45,"JobCat9","divorced","secondary","no",23,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
40,"JobCat11","married","secondary","no",3087,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
23,"JobCat3","single","secondary","no",-187,"yes","yes","unknown",27,"may",0,4,-1,0,"unknown",?
36,"JobCat11","divorced","secondary","no",-212,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
33,"JobCat3","single","secondary","no",-482,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
32,"JobCat11","married","secondary","no",256,"no","no","unknown",27,"may",0,2,-1,0,"unknown",?
59,"JobCat2","married","secondary","no",-48,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
42,"JobCat11","married","secondary","no",818,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
48,"JobCat3","married","secondary","no",154,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
26,"JobCat4","single","tertiary","no",219,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
34,"JobCat11","married","secondary","no",1867,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
30,"JobCat9","married","tertiary","no",168,"no","no","unknown",27,"may",0,1,-1,0,"unknown",?
22,"JobCat11","single","secondary","no",-507,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
29,"JobCat6","single","tertiary","no",1411,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
28,"JobCat6","single","tertiary","no",3773,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
41,"JobCat8","married","primary","no",-8,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
32,"JobCat4","married","secondary","no",-139,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
58,"JobCat2","married","primary","no",90,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
30,"JobCat6","married","tertiary","no",-383,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
56,"JobCat6","divorced","tertiary","no",-676,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
28,"JobCat3","married","secondary","no",-269,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
29,"JobCat6","single","tertiary","no",2124,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
26,"JobCat5","single","secondary","no",4793,"no","no","unknown",27,"may",0,1,-1,0,"unknown",?
46,"JobCat9","divorced","secondary","no",119,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
51,"JobCat6","married","tertiary","no",0,"no","no","unknown",27,"may",0,5,-1,0,"unknown",?
31,"JobCat7","divorced","secondary","no",-395,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
54,"JobCat3","married","primary","no",3170,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
44,"JobCat3","divorced","primary","no",68,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
29,"JobCat7","married","secondary","no",-704,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
34,"JobCat11","married","secondary","no",68,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
44,"JobCat11","divorced","secondary","no",-88,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
25,"JobCat3","single","secondary","yes",87,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
28,"JobCat7","married","secondary","no",357,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
34,"JobCat7","single","secondary","yes",-455,"no","no","unknown",27,"may",0,1,-1,0,"unknown",?
33,"JobCat7","married","secondary","no",74,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
19,"JobCat11","single","unknown","no",-28,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
44,"JobCat9","divorced","secondary","no",1196,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
29,"JobCat3","single","secondary","no",116,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
31,"JobCat3","married","secondary","no",0,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
47,"JobCat11","divorced","secondary","no",-407,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
29,"JobCat7","married","secondary","no",-214,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
29,"JobCat11","single","secondary","no",-302,"yes","yes","unknown",27,"may",0,5,-1,0,"unknown",?
32,"JobCat11","single","secondary","no",88,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
26,"JobCat5","single","tertiary","no",737,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
42,"JobCat11","married","primary","no",1547,"yes","yes","unknown",27,"may",0,3,-1,0,"unknown",?
53,"JobCat8","married","primary","no",6,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
32,"JobCat7","married","secondary","no",0,"no","no","unknown",27,"may",0,2,-1,0,"unknown",?
43,"JobCat10","divorced","secondary","no",700,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
31,"JobCat11","divorced","secondary","no",479,"yes","no","unknown",27,"may",0,5,-1,0,"unknown",?
32,"JobCat3","married","secondary","no",1575,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
24,"JobCat3","single","secondary","no",592,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
42,"JobCat3","married","secondary","no",3052,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
40,"JobCat3","married","primary","yes",-56,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
31,"JobCat3","married","primary","no",-159,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
37,"JobCat3","married","primary","no",1135,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
60,"JobCat9","married","tertiary","no",1626,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
28,"JobCat4","married","secondary","no",1539,"yes","yes","unknown",27,"may",0,9,-1,0,"unknown",?
30,"JobCat6","married","tertiary","no",124,"no","no","unknown",27,"may",0,1,-1,0,"unknown",?
47,"JobCat9","married","tertiary","no",-512,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
32,"JobCat6","single","primary","no",212,"no","no","unknown",27,"may",0,1,-1,0,"unknown",?
42,"JobCat7","married","secondary","no",-437,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
29,"JobCat6","single","tertiary","no",-429,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
25,"JobCat11","single","secondary","no",1391,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
56,"JobCat2","divorced","primary","no",-154,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
33,"JobCat7","single","secondary","no",-267,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
31,"JobCat6","single","tertiary","no",0,"no","no","unknown",27,"may",0,1,-1,0,"unknown",?
34,"JobCat11","divorced","secondary","no",-611,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
26,"JobCat9","married","secondary","no",839,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
24,"JobCat3","married","secondary","no",284,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
24,"JobCat3","married","primary","yes",-683,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
36,"JobCat3","married","secondary","no",-220,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
20,"JobCat9","single","secondary","no",0,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
23,"JobCat3","single","secondary","no",154,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
35,"JobCat3","single","tertiary","no",1222,"no","no","unknown",27,"may",0,2,-1,0,"unknown",?
22,"JobCat7","married","tertiary","no",0,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
27,"JobCat9","single","secondary","no",156,"yes","no","unknown",27,"may",0,5,-1,0,"unknown",?
28,"JobCat9","single","tertiary","no",445,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
27,"JobCat9","single","secondary","no",316,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
26,"JobCat3","married","secondary","no",781,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
22,"JobCat9","single","secondary","no",84,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
45,"JobCat11","divorced","secondary","no",1126,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
31,"JobCat7","married","secondary","no",1553,"yes","no","unknown",27,"may",0,8,-1,0,"unknown",?
41,"JobCat3","married","secondary","no",153,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
33,"JobCat7","married","secondary","no",843,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
29,"JobCat3","married","secondary","no",-325,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
27,"JobCat6","single","secondary","no",0,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
33,"JobCat9","single","secondary","no",-229,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
53,"JobCat6","married","primary","no",351,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
49,"JobCat11","divorced","secondary","no",-203,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
26,"JobCat6","married","tertiary","no",13186,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
29,"JobCat6","married","tertiary","no",22867,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
36,"JobCat9","married","secondary","no",-735,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
59,"JobCat6","divorced","tertiary","no",844,"no","yes","unknown",27,"may",0,2,-1,0,"unknown",?
25,"JobCat11","married","secondary","no",186,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
32,"JobCat6","married","secondary","no",-311,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
25,"JobCat3","married","secondary","no",411,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
26,"JobCat7","single","secondary","no",68,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
36,"JobCat7","married","secondary","no",133,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
44,"JobCat7","divorced","secondary","no",51,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
41,"JobCat9","married","secondary","no",-274,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
25,"JobCat10","single","secondary","no",0,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
36,"JobCat9","married","secondary","no",254,"yes","no","unknown",27,"may",0,6,-1,0,"unknown",?
28,"JobCat6","single","tertiary","no",6164,"yes","no","unknown",27,"may",0,11,-1,0,"unknown",?
45,"JobCat10","married","primary","no",180,"yes","yes","unknown",27,"may",0,2,-1,0,"unknown",?
32,"JobCat3","single","secondary","no",-96,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
26,"JobCat3","single","unknown","no",913,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
33,"JobCat4","married","tertiary","no",542,"yes","yes","unknown",27,"may",0,5,-1,0,"unknown",?
22,"JobCat11","single","secondary","no",795,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
43,"JobCat9","married","secondary","no",2344,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
24,"JobCat9","single","secondary","no",261,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
47,"JobCat4","married","tertiary","no",362,"yes","no","unknown",27,"may",0,5,-1,0,"unknown",?
35,"JobCat9","married","secondary","no",427,"yes","yes","unknown",27,"may",0,3,-1,0,"unknown",?
18,"JobCat5","single","tertiary","no",556,"yes","no","unknown",27,"may",0,10,-1,0,"unknown",?
24,"JobCat5","single","secondary","no",2784,"yes","no","unknown",27,"may",0,1,-1,0,"unknown",?
41,"JobCat11","married","secondary","no",920,"yes","yes","unknown",27,"may",0,1,-1,0,"unknown",?
43,"JobCat3","divorced","primary","no",6,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
40,"JobCat6","single","tertiary","no",36,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
24,"JobCat9","single","secondary","no",75,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
28,"JobCat8","single","tertiary","no",2593,"no","no","unknown",27,"may",0,7,-1,0,"unknown",?
44,"JobCat3","married","primary","no",1432,"yes","yes","unknown",27,"may",0,9,-1,0,"unknown",?
32,"JobCat10","single","tertiary","no",906,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
26,"JobCat9","single","secondary","no",10865,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
31,"JobCat11","married","secondary","no",-297,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
32,"JobCat9","single","secondary","no",-476,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
31,"JobCat6","married","tertiary","no",1657,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
31,"JobCat9","single","tertiary","no",231,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
22,"JobCat6","married","secondary","no",2278,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
24,"JobCat3","married","secondary","no",2005,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
29,"JobCat3","single","tertiary","no",-701,"yes","no","unknown",27,"may",0,3,-1,0,"unknown",?
30,"JobCat3","single","secondary","no",106,"yes","no","unknown",27,"may",0,8,-1,0,"unknown",?
30,"unknown","single","secondary","no",-274,"no","yes","unknown",27,"may",0,3,-1,0,"unknown",?
36,"JobCat11","married","secondary","no",-247,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
34,"JobCat3","married","primary","no",8326,"yes","no","unknown",27,"may",0,4,-1,0,"unknown",?
37,"JobCat6","married","secondary","no",1072,"yes","no","unknown",27,"may",0,2,-1,0,"unknown",?
35,"JobCat11","single","secondary","no",0,"no","no","unknown",28,"may",0,13,-1,0,"unknown",?
36,"JobCat4","married","secondary","no",2849,"yes","no","unknown",28,"may",0,3,-1,0,"unknown",?
30,"JobCat9","married","secondary","yes",-71,"yes","no","unknown",28,"may",0,2,-1,0,"unknown",?
40,"JobCat11","single","secondary","no",877,"yes","no","unknown",28,"may",0,6,-1,0,"unknown",?
30,"JobCat6","married","secondary","no",350,"yes","no","unknown",28,"may",0,2,-1,0,"unknown",?
23,"JobCat3","married","primary","no",657,"yes","yes","unknown",28,"may",0,1,-1,0,"unknown",?
33,"JobCat9","single","secondary","no",175,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
34,"JobCat11","single","secondary","no",0,"yes","yes","unknown",28,"may",0,6,-1,0,"unknown",?
30,"JobCat3","married","secondary","no",0,"yes","yes","unknown",28,"may",0,3,-1,0,"unknown",?
40,"JobCat6","single","tertiary","no",326,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
35,"JobCat11","married","secondary","no",1123,"no","yes","unknown",28,"may",0,1,-1,0,"unknown",?
21,"JobCat11","single","secondary","no",4681,"yes","no","unknown",28,"may",0,2,-1,0,"unknown",?
35,"JobCat3","married","secondary","no",115,"yes","yes","unknown",28,"may",0,3,-1,0,"unknown",?
53,"JobCat3","divorced","unknown","no",-473,"yes","no","unknown",28,"may",0,2,-1,0,"unknown",?
31,"JobCat3","single","tertiary","no",-303,"yes","no","unknown",28,"may",0,2,-1,0,"unknown",?
52,"JobCat11","single","secondary","no",1964,"no","yes","unknown",28,"may",0,1,-1,0,"unknown",?
34,"JobCat3","divorced","secondary","no",-59,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
44,"JobCat11","divorced","secondary","no",449,"yes","yes","unknown",28,"may",0,4,-1,0,"unknown",?
30,"JobCat9","single","secondary","no",719,"yes","no","unknown",28,"may",0,6,-1,0,"unknown",?
36,"JobCat3","married","secondary","no",35,"yes","no","unknown",28,"may",0,2,-1,0,"unknown",?
32,"JobCat6","single","tertiary","no",2570,"no","no","unknown",28,"may",0,3,-1,0,"unknown",?
37,"JobCat9","married","secondary","no",1427,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
37,"JobCat3","married","secondary","no",5222,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
36,"JobCat9","single","secondary","no",2751,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
29,"JobCat7","single","secondary","no",0,"yes","no","unknown",28,"may",0,2,-1,0,"unknown",?
31,"JobCat11","single","secondary","no",598,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
35,"JobCat11","married","secondary","no",18,"yes","yes","unknown",28,"may",0,4,-1,0,"unknown",?
23,"JobCat9","single","tertiary","no",43,"yes","yes","unknown",28,"may",0,1,-1,0,"unknown",?
33,"JobCat7","single","secondary","no",1227,"yes","yes","unknown",28,"may",0,3,-1,0,"unknown",?
24,"JobCat4","single","secondary","no",265,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
26,"JobCat11","married","secondary","no",9779,"yes","yes","unknown",28,"may",0,2,-1,0,"unknown",?
57,"JobCat7","divorced","secondary","no",-752,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
32,"JobCat5","single","primary","no",3004,"no","no","unknown",28,"may",0,3,-1,0,"unknown",?
27,"JobCat6","married","tertiary","no",2451,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
44,"JobCat3","married","secondary","no",577,"yes","no","unknown",28,"may",0,3,-1,0,"unknown",?
24,"JobCat9","single","secondary","no",668,"yes","no","unknown",28,"may",0,3,-1,0,"unknown",?
34,"JobCat3","single","primary","no",851,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
27,"JobCat6","single","tertiary","no",0,"yes","no","unknown",28,"may",0,7,-1,0,"unknown",?
59,"JobCat6","divorced","secondary","no",0,"yes","no","unknown",28,"may",0,6,-1,0,"unknown",?
29,"JobCat9","single","secondary","no",55,"no","no","unknown",28,"may",0,1,-1,0,"unknown",?
35,"JobCat9","married","secondary","no",-254,"yes","yes","unknown",28,"may",0,2,-1,0,"unknown",?
28,"JobCat9","single","secondary","no",1692,"yes","yes","unknown",28,"may",0,2,-1,0,"unknown",?
27,"JobCat1","married","tertiary","no",420,"yes","no","unknown",28,"may",0,3,-1,0,"unknown",?
27,"JobCat7","married","secondary","no",1386,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
45,"JobCat7","married","secondary","no",-839,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
22,"JobCat3","single","secondary","no",8594,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
26,"JobCat7","single","secondary","no",2921,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
28,"JobCat7","married","secondary","no",419,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
23,"JobCat11","single","secondary","no",4590,"yes","no","unknown",28,"may",0,2,-1,0,"unknown",?
29,"JobCat9","married","secondary","yes",-463,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
29,"JobCat7","single","secondary","no",605,"yes","no","unknown",28,"may",0,1,-1,0,"unknown",?
